Date, Close 
2018-11-15, 74.33 
2018-11-16, 74.74 
2018-11-19, 72.52 
2018-11-20, 71.12 
2018-11-21, 72.37 
2018-11-23, 71.49 
2018-11-26, 72.71 
2018-11-27, 72.09 
2018-11-28, 74.66 
2018-11-29, 74.34 
2018-11-30, 75.12 
2018-12-03, 77.94 
2018-12-04, 75.79 
2018-12-06, 75.54 
2018-12-07, 73.34 
2018-12-10, 72.51 
2018-12-11, 73.57 
2018-12-12, 74.32 
2018-12-13, 72.93 
2018-12-14, 72.53 
2018-12-17, 69.90 
2018-12-18, 71.15 
2018-12-19, 68.97 
2018-12-20, 67.53 
2018-12-21, 72.37 
2018-12-24, 68.10 
2018-12-26, 73.01 
2018-12-27, 73.67 
2018-12-28, 73.34 
